"ID","subset_ind","x_1_star","x_1_starstar","z_1","z_2","z_3","z_4","t","y"
26,1,0.306758297071564,7.6710973053675,2.75335185622504,-7.73950304925458,0,0,4,1
27,1,0.341356371776785,7.51932116971654,-2.74137963745251,-4.59209111601319,1,0,1,1
28,1,-0.350293075982181,7.43191401076164,-5.61611430514039,-3.70126893058402,1,0,1,0
28,1,-0.350293075982181,7.43191401076164,-5.61611430514039,-3.70126893058402,1,0,2,1
29,1,-0.149599624925897,7.7093801183487,4.44262259525396,-10.4555540187978,0,0,1,0
29,1,-0.149599624925897,7.7093801183487,4.44262259525396,-10.4555540187978,0,0,2,0
29,1,-0.149599624925897,7.7093801183487,4.44262259525396,-10.4555540187978,0,0,3,0
29,1,-0.149599624925897,7.7093801183487,4.44262259525396,-10.4555540187978,0,0,4,0
30,1,0.136098245921441,7.4476401115572,-4.75661289500066,-4.88849036884745,0,0,1,1
31,1,0.618495714130328,7.62533001579214,3.49785593052831,-5.4367627036449,1,0,1,1
32,1,-0.0110116458356872,7.6224948814775,-2.56408127206306,-10.7786725375959,0,0,1,0
32,1,-0.0110116458356872,7.6224948814775,-2.56408127206306,-10.7786725375959,0,0,2,1
33,1,-0.324524129467247,7.54017578691244,-6.40484961275024,-7.64997967273769,0,0,1,0
33,1,-0.324524129467247,7.54017578691244,-6.40484961275024,-7.64997967273769,0,0,2,0
33,1,-0.324524129467247,7.54017578691244,-6.40484961275024,-7.64997967273769,0,0,3,1
34,1,0.235242974602729,7.82215027970295,0.959640862323116,-11.2803928359747,0,0,1,0
34,1,0.235242974602729,7.82215027970295,0.959640862323116,-11.2803928359747,0,0,2,0
34,1,0.235242974602729,7.82215027970295,0.959640862323116,-11.2803928359747,0,0,3,0
34,1,0.235242974602729,7.82215027970295,0.959640862323116,-11.2803928359747,0,0,4,0
35,1,0.118905796852283,7.45137113096943,-8.42556543265764,-6.316443558021,0,0,1,0
35,1,0.118905796852283,7.45137113096943,-8.42556543265764,-6.316443558021,0,0,2,0
35,1,0.118905796852283,7.45137113096943,-8.42556543265764,-6.316443558021,0,0,3,0
35,1,0.118905796852283,7.45137113096943,-8.42556543265764,-6.316443558021,0,0,4,0
36,1,-0.446654905972823,7.59390407991339,1.16467484879904,-5.56513907055388,0,0,1,0
36,1,-0.446654905972823,7.59390407991339,1.16467484879904,-5.56513907055388,0,0,2,0
36,1,-0.446654905972823,7.59390407991339,1.16467484879904,-5.56513907055388,0,0,3,1
37,1,-0.552798662127535,7.65394768119998,-6.44839479188284,-6.20495726834686,0,0,1,0
37,1,-0.552798662127535,7.65394768119998,-6.44839479188284,-6.20495726834686,0,0,2,0
37,1,-0.552798662127535,7.65394768119998,-6.44839479188284,-6.20495726834686,0,0,3,0
37,1,-0.552798662127535,7.65394768119998,-6.44839479188284,-6.20495726834686,0,0,4,1
38,1,-0.0787090234495698,7.8314377630547,1.22750278511585,-5.29362841305026,0,0,1,0
38,1,-0.0787090234495698,7.8314377630547,1.22750278511585,-5.29362841305026,0,0,2,1
39,1,-0.639783068106473,7.88689817245421,3.23155839067453,-5.33831768885818,1,0,1,1
40,1,0.0419663387876962,7.75635465654567,2.52016628450577,-8.6222113017232,1,0,1,0
40,1,0.0419663387876962,7.75635465654567,2.52016628450577,-8.6222113017232,1,0,2,0
40,1,0.0419663387876962,7.75635465654567,2.52016628450577,-8.6222113017232,1,0,3,1
41,1,0.770125231510521,7.75759433208129,0.470839019252737,-10.2923410266535,0,0,1,0
41,1,0.770125231510521,7.75759433208129,0.470839019252737,-10.2923410266535,0,0,2,0
41,1,0.770125231510521,7.75759433208129,0.470839019252737,-10.2923410266535,0,0,3,0
41,1,0.770125231510521,7.75759433208129,0.470839019252737,-10.2923410266535,0,0,4,0
42,1,-0.0260336924672534,7.69877943745905,-7.64087179823236,-6.88347092806344,0,0,1,0
42,1,-0.0260336924672534,7.69877943745905,-7.64087179823236,-6.88347092806344,0,0,2,1
43,1,-0.258906521312647,7.6560652822627,3.52658920648,-10.5629928158202,1,0,1,0
43,1,-0.258906521312647,7.6560652822627,3.52658920648,-10.5629928158202,1,0,2,0
43,1,-0.258906521312647,7.6560652822627,3.52658920648,-10.5629928158202,1,0,3,0
43,1,-0.258906521312647,7.6560652822627,3.52658920648,-10.5629928158202,1,0,4,0
44,1,0.112027461905626,7.91708139758006,6.71592639519273,-9.54761196737035,0,0,1,0
44,1,0.112027461905626,7.91708139758006,6.71592639519273,-9.54761196737035,0,0,2,1
45,1,-0.235395246465023,7.61076124628849,-6.4829169824333,-12.5836262931918,0,0,1,0
45,1,-0.235395246465023,7.61076124628849,-6.4829169824333,-12.5836262931918,0,0,2,1
46,1,0.500461338093445,7.47120042517571,-3.99869499433588,-5.73603045333119,0,0,1,0
46,1,0.500461338093445,7.47120042517571,-3.99869499433588,-5.73603045333119,0,0,2,0
46,1,0.500461338093445,7.47120042517571,-3.99869499433588,-5.73603045333119,0,0,3,1
47,1,0.139358188918951,7.68545143438461,2.92660603993785,-11.076854592329,1,0,1,0
47,1,0.139358188918951,7.68545143438461,2.92660603993785,-11.076854592329,1,0,2,0
47,1,0.139358188918951,7.68545143438461,2.92660603993785,-11.076854592329,1,0,3,0
47,1,0.139358188918951,7.68545143438461,2.92660603993785,-11.076854592329,1,0,4,0
48,1,-0.218215285337188,7.70303495793696,4.83659247211547,-10.3726688619952,1,0,1,0
48,1,-0.218215285337188,7.70303495793696,4.83659247211547,-10.3726688619952,1,0,2,0
48,1,-0.218215285337188,7.70303495793696,4.83659247211547,-10.3726688619952,1,0,3,0
48,1,-0.218215285337188,7.70303495793696,4.83659247211547,-10.3726688619952,1,0,4,1
49,1,-0.620407365025765,7.7674991851637,14.4971411532785,-6.97458238477779,0,0,1,0
49,1,-0.620407365025765,7.7674991851637,14.4971411532785,-6.97458238477779,0,0,2,1
50,1,0.22322419551379,7.54233742673127,-3.91186684067385,-7.18711520897795,0,0,1,0
50,1,0.22322419551379,7.54233742673127,-3.91186684067385,-7.18711520897795,0,0,2,0
50,1,0.22322419551379,7.54233742673127,-3.91186684067385,-7.18711520897795,0,0,3,0
50,1,0.22322419551379,7.54233742673127,-3.91186684067385,-7.18711520897795,0,0,4,1
51,1,-0.0176823396902346,7.58140747959673,3.42532944171054,-12.9187881837385,0,0,1,0
51,1,-0.0176823396902346,7.58140747959673,3.42532944171054,-12.9187881837385,0,0,2,0
51,1,-0.0176823396902346,7.58140747959673,3.42532944171054,-12.9187881837385,0,0,3,1
52,1,-0.177612195454166,7.50783520479156,3.48575462926995,-2.24030693091977,0,0,1,0
52,1,-0.177612195454166,7.50783520479156,3.48575462926995,-2.24030693091977,0,0,2,0
52,1,-0.177612195454166,7.50783520479156,3.48575462926995,-2.24030693091977,0,0,3,0
52,1,-0.177612195454166,7.50783520479156,3.48575462926995,-2.24030693091977,0,0,4,1
53,1,-0.431727347057612,7.57834553331821,-9.12714208304983,-9.89800697372064,0,0,1,0
53,1,-0.431727347057612,7.57834553331821,-9.12714208304983,-9.89800697372064,0,0,2,0
53,1,-0.431727347057612,7.57834553331821,-9.12714208304983,-9.89800697372064,0,0,3,0
53,1,-0.431727347057612,7.57834553331821,-9.12714208304983,-9.89800697372064,0,0,4,0
54,1,0.177418780028555,7.50711339469271,-3.70861742811955,-4.48055014380447,0,0,1,0
54,1,0.177418780028555,7.50711339469271,-3.70861742811955,-4.48055014380447,0,0,2,0
54,1,0.177418780028555,7.50711339469271,-3.70861742811955,-4.48055014380447,0,0,3,0
54,1,0.177418780028555,7.50711339469271,-3.70861742811955,-4.48055014380447,0,0,4,0
55,1,0.326020634283047,7.67318208183831,1.95320330209499,-12.8952368392843,0,0,1,0
55,1,0.326020634283047,7.67318208183831,1.95320330209499,-12.8952368392843,0,0,2,0
55,1,0.326020634283047,7.67318208183831,1.95320330209499,-12.8952368392843,0,0,3,0
55,1,0.326020634283047,7.67318208183831,1.95320330209499,-12.8952368392843,0,0,4,0
56,1,-0.376940568069673,7.69261986026137,1.96205114376429,-3.30418941367674,0,0,1,0
56,1,-0.376940568069673,7.69261986026137,1.96205114376429,-3.30418941367674,0,0,2,0
56,1,-0.376940568069673,7.69261986026137,1.96205114376429,-3.30418941367674,0,0,3,0
56,1,-0.376940568069673,7.69261986026137,1.96205114376429,-3.30418941367674,0,0,4,1
57,1,-0.00139542920851458,7.73014224515174,1.19876709412776,-3.52552818800491,0,0,1,1
58,1,0.176434904755896,7.68761796273965,0.830846855046735,-15.0709287885618,1,0,1,0
58,1,0.176434904755896,7.68761796273965,0.830846855046735,-15.0709287885618,1,0,2,0
58,1,0.176434904755896,7.68761796273965,0.830846855046735,-15.0709287885618,1,0,3,0
58,1,0.176434904755896,7.68761796273965,0.830846855046735,-15.0709287885618,1,0,4,0
59,1,0.0519784927852633,7.66054875998772,6.11730493805969,-6.87989860610262,0,0,1,1
60,1,0.597302543786192,7.78383174537685,1.27270727456209,-4.4756239017266,0,0,1,0
60,1,0.597302543786192,7.78383174537685,1.27270727456209,-4.4756239017266,0,0,2,0
60,1,0.597302543786192,7.78383174537685,1.27270727456209,-4.4756239017266,0,0,3,1
61,1,0.361211186017859,7.73789386771693,0.32645625882316,-8.26848037455953,1,0,1,0
61,1,0.361211186017859,7.73789386771693,0.32645625882316,-8.26848037455953,1,0,2,0
61,1,0.361211186017859,7.73789386771693,0.32645625882316,-8.26848037455953,1,0,3,1
62,1,-0.324845589491598,7.66568885409011,1.99662593237238,-9.02811669836257,0,0,1,1
63,1,-0.0894712812556559,7.59176567675414,8.64360885132298,-8.73679122064183,0,0,1,0
63,1,-0.0894712812556559,7.59176567675414,8.64360885132298,-8.73679122064183,0,0,2,0
63,1,-0.0894712812556559,7.59176567675414,8.64360885132298,-8.73679122064183,0,0,3,0
63,1,-0.0894712812556559,7.59176567675414,8.64360885132298,-8.73679122064183,0,0,4,0
64,1,-0.106186066343741,7.67503351449014,-0.967231587552586,-9.09904862293435,0,0,1,1
65,1,0.17493434617399,7.72801131351094,-6.34191795796108,-11.2343642915311,0,0,1,0
65,1,0.17493434617399,7.72801131351094,-6.34191795796108,-11.2343642915311,0,0,2,1
66,1,-0.47917005034749,7.65093901448257,3.03179966419773,-3.46086671669069,0,0,1,0
66,1,-0.47917005034749,7.65093901448257,3.03179966419773,-3.46086671669069,0,0,2,0
66,1,-0.47917005034749,7.65093901448257,3.03179966419773,-3.46086671669069,0,0,3,0
66,1,-0.47917005034749,7.65093901448257,3.03179966419773,-3.46086671669069,0,0,4,0
67,1,-0.460029080684819,7.56531150821649,2.75330091490337,-5.9191518377972,0,0,1,0
67,1,-0.460029080684819,7.56531150821649,2.75330091490337,-5.9191518377972,0,0,2,0
67,1,-0.460029080684819,7.56531150821649,2.75330091490337,-5.9191518377972,0,0,3,0
67,1,-0.460029080684819,7.56531150821649,2.75330091490337,-5.9191518377972,0,0,4,0
68,1,-0.626525005493482,7.51311674084421,-15.42054036331,-9.82655826597466,0,0,1,0
68,1,-0.626525005493482,7.51311674084421,-15.42054036331,-9.82655826597466,0,0,2,1
69,1,0.569173271151685,7.53318863687052,-3.52751275015805,-9.34862621958419,0,0,1,0
69,1,0.569173271151685,7.53318863687052,-3.52751275015805,-9.34862621958419,0,0,2,1
70,1,-0.0471604672931955,7.64926161219621,-1.15754657753034,-10.8950321461745,0,0,1,0
70,1,-0.0471604672931955,7.64926161219621,-1.15754657753034,-10.8950321461745,0,0,2,0
70,1,-0.0471604672931955,7.64926161219621,-1.15754657753034,-10.8950321461745,0,0,3,0
70,1,-0.0471604672931955,7.64926161219621,-1.15754657753034,-10.8950321461745,0,0,4,0
71,1,-0.247038939357701,7.76446735115033,0.430614375459309,-10.1944737009601,0,0,1,0
71,1,-0.247038939357701,7.76446735115033,0.430614375459309,-10.1944737009601,0,0,2,0
71,1,-0.247038939357701,7.76446735115033,0.430614375459309,-10.1944737009601,0,0,3,1
72,1,0.00822930863902969,7.68499802895096,-0.335706500593231,-10.261279043303,1,0,1,0
72,1,0.00822930863902969,7.68499802895096,-0.335706500593231,-10.261279043303,1,0,2,0
72,1,0.00822930863902969,7.68499802895096,-0.335706500593231,-10.261279043303,1,0,3,0
72,1,0.00822930863902969,7.68499802895096,-0.335706500593231,-10.261279043303,1,0,4,0
73,1,-0.0495228238846494,7.39438065332727,-11.9646789170467,-7.34613196748703,0,0,1,0
73,1,-0.0495228238846494,7.39438065332727,-11.9646789170467,-7.34613196748703,0,0,2,1
74,1,-0.749933033963195,7.75193238429782,-1.817475455559,-5.45679377984277,0,0,1,1
75,1,-0.555974869931084,7.67836583107899,0.70328080453517,-11.323507887455,1,0,1,0
75,1,-0.555974869931084,7.67836583107899,0.70328080453517,-11.323507887455,1,0,2,0
75,1,-0.555974869931084,7.67836583107899,0.70328080453517,-11.323507887455,1,0,3,0
75,1,-0.555974869931084,7.67836583107899,0.70328080453517,-11.323507887455,1,0,4,0
76,1,0.453951228415187,7.44603836040137,-4.46315645580852,-5.09357233245574,0,0,1,0
76,1,0.453951228415187,7.44603836040137,-4.46315645580852,-5.09357233245574,0,0,2,0
76,1,0.453951228415187,7.44603836040137,-4.46315645580852,-5.09357233245574,0,0,3,1
77,1,0.151207770293031,7.67858837023021,3.75929567137989,-8.61358558976702,0,0,1,0
77,1,0.151207770293031,7.67858837023021,3.75929567137989,-8.61358558976702,0,0,2,0
77,1,0.151207770293031,7.67858837023021,3.75929567137989,-8.61358558976702,0,0,3,0
77,1,0.151207770293031,7.67858837023021,3.75929567137989,-8.61358558976702,0,0,4,0
78,1,-0.747926619418292,7.66574728174734,-2.17395329493639,-6.21289646076265,0,0,1,0
78,1,-0.747926619418292,7.66574728174734,-2.17395329493639,-6.21289646076265,0,0,2,1
79,1,-0.0934900604503746,7.66483060662051,-1.23932149559884,-3.87599205828111,0,0,1,0
79,1,-0.0934900604503746,7.66483060662051,-1.23932149559884,-3.87599205828111,0,0,2,0
79,1,-0.0934900604503746,7.66483060662051,-1.23932149559884,-3.87599205828111,0,0,3,0
79,1,-0.0934900604503746,7.66483060662051,-1.23932149559884,-3.87599205828111,0,0,4,0
80,1,-0.255050853678139,7.90117190867189,4.1517623225375,-16.4844229367727,0,0,1,0
80,1,-0.255050853678139,7.90117190867189,4.1517623225375,-16.4844229367727,0,0,2,0
80,1,-0.255050853678139,7.90117190867189,4.1517623225375,-16.4844229367727,0,0,3,0
80,1,-0.255050853678139,7.90117190867189,4.1517623225375,-16.4844229367727,0,0,4,0
81,1,0.34111259494119,7.56257672256852,-4.09076895549135,-8.7431341571083,0,1,1,0
81,1,0.34111259494119,7.56257672256852,-4.09076895549135,-8.7431341571083,0,1,2,0
81,1,0.34111259494119,7.56257672256852,-4.09076895549135,-8.7431341571083,0,1,3,0
81,1,0.34111259494119,7.56257672256852,-4.09076895549135,-8.7431341571083,0,1,4,0
82,1,0.356882639056352,7.53926722580067,-6.8693922676587,-2.76943022834726,0,0,1,1
83,1,0.211565193799291,7.61646199462107,6.30313790225347,-8.83011317833962,0,0,1,0
83,1,0.211565193799291,7.61646199462107,6.30313790225347,-8.83011317833962,0,0,2,0
83,1,0.211565193799291,7.61646199462107,6.30313790225347,-8.83011317833962,0,0,3,0
83,1,0.211565193799291,7.61646199462107,6.30313790225347,-8.83011317833962,0,0,4,0
84,1,0.443363149650397,7.95863255844801,2.42831108505972,-9.14014378990793,0,0,1,0
84,1,0.443363149650397,7.95863255844801,2.42831108505972,-9.14014378990793,0,0,2,1
85,1,0.655126790859262,7.80904697733774,9.09928157143388,-6.89837720934816,0,0,1,1
86,1,0.137534322409697,7.52895231162112,-3.85430823878904,-11.7630186516157,0,1,1,0
86,1,0.137534322409697,7.52895231162112,-3.85430823878904,-11.7630186516157,0,1,2,1
87,1,0.3338181687278,7.80356387085312,-1.02689625126333,-4.76469592635244,0,0,1,0
87,1,0.3338181687278,7.80356387085312,-1.02689625126333,-4.76469592635244,0,0,2,1
88,1,0.346632602520495,7.56832466051761,0.98216696828551,-8.27936050888098,0,0,1,0
88,1,0.346632602520495,7.56832466051761,0.98216696828551,-8.27936050888098,0,0,2,0
88,1,0.346632602520495,7.56832466051761,0.98216696828551,-8.27936050888098,0,0,3,0
88,1,0.346632602520495,7.56832466051761,0.98216696828551,-8.27936050888098,0,0,4,0
89,1,-0.979759849847844,7.36379714109641,-2.72569497503952,-7.33710464385968,0,0,1,1
90,1,-0.168190503339688,7.36046164953097,-6.19198988072777,-3.6061455122632,0,0,1,0
90,1,-0.168190503339688,7.36046164953097,-6.19198988072777,-3.6061455122632,0,0,2,0
90,1,-0.168190503339688,7.36046164953097,-6.19198988072777,-3.6061455122632,0,0,3,0
90,1,-0.168190503339688,7.36046164953097,-6.19198988072777,-3.6061455122632,0,0,4,0
91,1,-0.402275043242296,7.77274963990858,-1.47714798427148,-1.67022872819254,0,0,1,0
91,1,-0.402275043242296,7.77274963990858,-1.47714798427148,-1.67022872819254,0,0,2,0
91,1,-0.402275043242296,7.77274963990858,-1.47714798427148,-1.67022872819254,0,0,3,0
91,1,-0.402275043242296,7.77274963990858,-1.47714798427148,-1.67022872819254,0,0,4,0
92,1,0.392453298825148,7.86129774251742,7.82292893345074,-7.16571513229902,0,0,1,0
92,1,0.392453298825148,7.86129774251742,7.82292893345074,-7.16571513229902,0,0,2,0
92,1,0.392453298825148,7.86129774251742,7.82292893345074,-7.16571513229902,0,0,3,0
92,1,0.392453298825148,7.86129774251742,7.82292893345074,-7.16571513229902,0,0,4,0
93,1,0.474627815251595,7.84724989104103,7.17267797067181,-5.15896089417168,0,0,1,1
94,1,0.224129587652584,7.44867583323537,-11.571646795009,-5.62223563396847,0,0,1,1
95,1,0.0565488494369458,7.33110687475569,1.6829564498525,-5.42043758096687,0,0,1,0
95,1,0.0565488494369458,7.33110687475569,1.6829564498525,-5.42043758096687,0,0,2,0
95,1,0.0565488494369458,7.33110687475569,1.6829564498525,-5.42043758096687,0,0,3,0
95,1,0.0565488494369458,7.33110687475569,1.6829564498525,-5.42043758096687,0,0,4,0
96,1,-0.29362400334031,7.65739271451512,-4.47516548818822,-7.84570418449569,1,0,1,0
96,1,-0.29362400334031,7.65739271451512,-4.47516548818822,-7.84570418449569,1,0,2,0
96,1,-0.29362400334031,7.65739271451512,-4.47516548818822,-7.84570418449569,1,0,3,0
96,1,-0.29362400334031,7.65739271451512,-4.47516548818822,-7.84570418449569,1,0,4,1
97,1,-0.196322431301084,7.56761487637842,-2.84817447778949,-10.1380250422998,0,0,1,0
97,1,-0.196322431301084,7.56761487637842,-2.84817447778949,-10.1380250422998,0,0,2,0
97,1,-0.196322431301084,7.56761487637842,-2.84817447778949,-10.1380250422998,0,0,3,0
97,1,-0.196322431301084,7.56761487637842,-2.84817447778949,-10.1380250422998,0,0,4,0
98,1,-0.362045380775211,7.4072525773409,-8.9432333773929,-8.43060787634979,0,0,1,0
98,1,-0.362045380775211,7.4072525773409,-8.9432333773929,-8.43060787634979,0,0,2,1
99,1,0.162457908578246,7.85001179953789,-0.260977093077773,-8.23650914324783,0,0,1,1
100,1,0.553922011452018,7.34643140389431,2.14891455858704,-6.54782491500899,1,0,1,0
100,1,0.553922011452018,7.34643140389431,2.14891455858704,-6.54782491500899,1,0,2,0
100,1,0.553922011452018,7.34643140389431,2.14891455858704,-6.54782491500899,1,0,3,0
100,1,0.553922011452018,7.34643140389431,2.14891455858704,-6.54782491500899,1,0,4,0
101,1,0.400308428227645,7.74030758217682,0.760722703568757,-8.93923109485238,0,0,1,0
101,1,0.400308428227645,7.74030758217682,0.760722703568757,-8.93923109485238,0,0,2,0
101,1,0.400308428227645,7.74030758217682,0.760722703568757,-8.93923109485238,0,0,3,0
101,1,0.400308428227645,7.74030758217682,0.760722703568757,-8.93923109485238,0,0,4,0
102,1,-0.158488413198017,7.76199636219081,2.31207880628979,-10.9019731273928,1,1,1,0
102,1,-0.158488413198017,7.76199636219081,2.31207880628979,-10.9019731273928,1,1,2,1
103,1,0.173520153048754,7.8627744198874,2.55213872557331,-15.4803558838827,0,0,1,0
103,1,0.173520153048754,7.8627744198874,2.55213872557331,-15.4803558838827,0,0,2,1
104,1,0.574784227120869,7.71478287239002,-9.41374756115557,-0.483883917138971,0,0,1,0
104,1,0.574784227120869,7.71478287239002,-9.41374756115557,-0.483883917138971,0,0,2,0
104,1,0.574784227120869,7.71478287239002,-9.41374756115557,-0.483883917138971,0,0,3,0
104,1,0.574784227120869,7.71478287239002,-9.41374756115557,-0.483883917138971,0,0,4,0
105,1,0.339315047300728,7.70697211747308,-2.8020778411141,-9.70374995642336,0,0,1,0
105,1,0.339315047300728,7.70697211747308,-2.8020778411141,-9.70374995642336,0,0,2,0
